date,category,amount,notes,transaction_type,payment_mode,clean_notes
2021-08-25,utility,990.0,Internet bill,Expense,Bank Transfer,internet bill
2021-04-25,travel,12794.0,Petrol,Expense,unknown,petrol
08/23/2024,education,7211.0,Online course,Expense,Cash,online course
2024-04-13,food,4796.0,Books,Expense,Cash,books
29-04-22,food,9540.0,Restaurant dinner,Expense,Card,restaurant dinner
04/01/2022,food,8851.0,ATM withdrawal,Expense,UPI,atm withdrawal
06/19/2024,food,1833.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
12/11/2022,utility,7849.0,Internet bill,Expense,Cash,internet bill
12-11-22,travel,54627.0,Uber ride,Income,Card,uber ride
09/09/2023,health,7327.0,Medicine,Expense,UPI,medicine
05/28/2023,travel,65899.0,Train ticket,Income,Card,train ticket
07/14/2021,food,6920.0,Coffee,Expense,unknown,coffee
2021-01-06,health,7762.0,Medicine,Expense,Cash,medicine
11-06-22,health,9832.0,Medicine,Expense,UPI,medicine
10/30/2024,education,79488.0,Online course,Income,Cash,online course
2021-07-01,food,32634.0,Grocery shopping,Income,unknown,grocery shopping
2023-12-04,food,34321.0,Lunch,Income,unknown,lunch
2024-06-17,food,67153.0,EMI payment,Income,Bank Transfer,emi payment
09-07-2023,education,1924.0,Online course,Expense,unknown,online course
2024-06-05,utility,5394.0,Electricity bill,Expense,Cash,electricity bill
02/05/2022,health,1140.0,Medicine,Expense,Cash,medicine
2024-12-05,travel,29543.0,Petrol,Expense,Bank Transfer,petrol
09/09/2023,food,6893.0,Lunch,Expense,Bank Transfer,lunch
02/17/2022,rent,3244.0,Monthly rent payment,Expense,Cash,monthly rent payment
04/07/2021,food,2976.0,EMI payment,Expense,Bank Transfer,emi payment
06-06-21,food,611.0,Lunch,Expense,Bank Transfer,lunch
2024-10-08,food,29391.0,Shopping,Income,Bank Transfer,shopping
07/21/2021,rent,8144.0,Monthly rent payment,Expense,UPI,monthly rent payment
09-12-2023,food,8248.0,Books,Expense,Cash,books
09/10/2024,utility,71745.0,Internet bill,Income,UPI,internet bill
24-03-21,travel,9775.0,Petrol,Expense,UPI,petrol
23-05-24,travel,5347.0,Petrol,Expense,Card,petrol
17-12-21,food,999999.0,Lunch,Expense,Card,lunch
07-01-24,travel,33944.0,Train ticket,Income,Card,train ticket
21-06-24,entertainment,21746.0,Movie tickets,Expense,Bank Transfer,movie tickets
27-03-22,entertainment,8733.0,Movie tickets,Expense,Card,movie tickets
01/18/2021,food,3900.0,ATM withdrawal,Expense,UPI,atm withdrawal
07-07-2021,food,7370.0,EMI payment,Expense,Bank Transfer,emi payment
2024-02-11,travel,2814.0,Train ticket,Expense,Cash,train ticket
12-11-22,food,5792.0,Shopping,Expense,Card,shopping
29-12-22,food,8751.0,Books,Expense,Bank Transfer,books
2024-05-02,utility,20996.0,Electricity bill,Income,Bank Transfer,electricity bill
04/24/2023,health,8786.0,Gym membership,Expense,Card,gym membership
2023-07-11,utility,8358.0,Electricity bill,Expense,unknown,electricity bill
2021-05-05,travel,4181.0,Uber ride,Expense,UPI,uber ride
2023-01-07,rent,3721.0,Monthly rent payment,Expense,Cash,monthly rent payment
19-06-2024,travel,9871.0,Uber ride,Expense,Cash,uber ride
05/07/2021,food,697.0,Grocery shopping,Expense,Card,grocery shopping
2023-08-14,travel,12254.0,Train ticket,Income,UPI,train ticket
05/19/2021,food,1498.0,Shopping,Expense,Bank Transfer,shopping
2022-07-11,food,52079.0,Fixed deposit,Income,Card,fixed deposit
10/07/2022,food,423.0,ATM withdrawal,Expense,Card,atm withdrawal
08/02/2024,health,40988.0,Doctor consultation,Expense,UPI,doctor consultation
2024-05-29,food,1446.0,ATM withdrawal,Expense,unknown,atm withdrawal
2023-08-10,entertainment,63645.0,Movie tickets,Income,unknown,movie tickets
2022-06-17,travel,999999.0,Train ticket,Expense,Bank Transfer,train ticket
07-01-24,food,4085.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
2023-04-20,utility,9476.0,Electricity bill,Expense,Card,electricity bill
2022-03-01,education,7063.0,Online course,Expense,UPI,online course
04/13/2023,food,6022.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
26-04-2023,food,47325.0,Restaurant dinner,Expense,UPI,restaurant dinner
08/11/2023,utility,9407.0,Internet bill,Expense,Cash,internet bill
30-12-24,food,6968.0,Shopping,Expense,unknown,shopping
2021-09-28,food,8910.0,Fixed deposit,Expense,Card,fixed deposit
12/26/2024,travel,2265.0,Petrol,Expense,Card,petrol
26-10-2023,utility,9365.0,Internet bill,Expense,Cash,internet bill
03/31/2024,travel,2034.0,Train ticket,Expense,Bank Transfer,train ticket
2023-10-21,food,384.0,ATM withdrawal,Expense,Card,atm withdrawal
2024-09-16,food,9138.0,EMI payment,Expense,Card,emi payment
11/13/2023,travel,2617.0,Petrol,Expense,Cash,petrol
10/11/2022,travel,46727.0,Petrol,Income,Bank Transfer,petrol
2021-03-14,food,367.0,Coffee,Expense,Bank Transfer,coffee
08/12/2021,utility,2527.0,Internet bill,Expense,Card,internet bill
2024-12-05,food,2329.0,EMI payment,Expense,UPI,emi payment
2022-07-05,food,13928.0,Books,Income,Card,books
01/01/2023,food,1267.0,Fixed deposit,Expense,UPI,fixed deposit
2024-09-21,travel,7550.0,Train ticket,Expense,UPI,train ticket
29-06-21,education,19022.0,Online course,Expense,UPI,online course
2023-01-27,utility,2779.0,Electricity bill,Expense,UPI,electricity bill
2023-06-14,health,12315.0,Gym membership,Income,Card,gym membership
09/28/2024,travel,30637.0,Petrol,Expense,Card,petrol
11/02/2021,health,-500.0,Medicine,Expense,UPI,medicine
2022-05-17,food,6365.0,Fixed deposit,Expense,Card,fixed deposit
2021-06-16,travel,3918.0,Train ticket,Expense,Card,train ticket
2023-11-09,food,7845.0,Lunch,Expense,Cash,lunch
2021-04-16,food,7320.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
2023-02-15,food,5791.0,EMI payment,Expense,unknown,emi payment
07-02-24,education,9937.0,Online course,Expense,Cash,online course
2024-12-21,utility,6183.0,Electricity bill,Expense,Cash,electricity bill
2023-03-14,food,419.0,EMI payment,Expense,UPI,emi payment
13-10-22,food,4971.0,Lunch,Expense,Cash,lunch
09/21/2021,education,8083.0,Online course,Expense,Bank Transfer,online course
21-01-24,food,5182.0,EMI payment,Expense,Bank Transfer,emi payment
06/16/2023,health,9853.0,Medicine,Expense,UPI,medicine
2023-02-18,rent,2673.0,Monthly rent payment,Expense,UPI,monthly rent payment
2023-10-01,health,7602.0,Gym membership,Expense,Bank Transfer,gym membership
2022-03-28,food,4633.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
23-12-24,food,28798.0,Coffee,Expense,UPI,coffee
20-08-2022,utility,7665.0,Internet bill,Expense,Cash,internet bill
2021-02-13,health,5351.0,Medicine,Expense,Bank Transfer,medicine
28-05-2024,rent,71268.0,Monthly rent payment,Income,Cash,monthly rent payment
08-11-21,travel,690.0,Petrol,Expense,Bank Transfer,petrol
2022-03-17,food,7111.0,EMI payment,Expense,Cash,emi payment
29-12-2023,travel,2853.0,Uber ride,Expense,Card,uber ride
08/15/2022,food,2650.0,Shopping,Expense,UPI,shopping
28-11-23,health,4374.0,Doctor consultation,Expense,UPI,doctor consultation
2022-11-26,travel,6677.0,Uber ride,Expense,Bank Transfer,uber ride
2022-10-31,education,-500.0,Online course,Expense,Card,online course
05/14/2021,health,9023.0,Doctor consultation,Expense,UPI,doctor consultation
10/23/2022,health,2627.0,Medicine,Expense,Cash,medicine
2024-03-31,entertainment,7119.0,Movie tickets,Expense,UPI,movie tickets
24-04-22,food,9850.0,EMI payment,Expense,Card,emi payment
11/21/2024,entertainment,8525.0,Movie tickets,Expense,UPI,movie tickets
02/23/2023,food,311.0,Books,Expense,Bank Transfer,books
02-04-21,food,9098.0,Lunch,Expense,Bank Transfer,lunch
2022-08-04,utility,8183.0,Internet bill,Expense,Card,internet bill
01/23/2024,food,6543.0,Fixed deposit,Expense,Card,fixed deposit
2024-02-11,food,49068.0,Lunch,Income,Cash,lunch
17-07-21,health,306.0,Gym membership,Expense,Bank Transfer,gym membership
2021-09-04,travel,5083.0,Train ticket,Expense,UPI,train ticket
12/11/2022,food,1258.0,Lunch,Expense,UPI,lunch
11-03-2023,travel,3919.0,Train ticket,Expense,UPI,train ticket
2024-02-15,travel,114.0,Train ticket,Expense,Cash,train ticket
2023-02-11,food,3287.0,ATM withdrawal,Expense,Cash,atm withdrawal
14-02-21,education,8513.0,Online course,Expense,UPI,online course
12/25/2022,food,5725.0,Coffee,Expense,Card,coffee
2021-01-06,health,49741.0,Gym membership,Income,Card,gym membership
13-09-23,food,12302.0,ATM withdrawal,Expense,Cash,atm withdrawal
16-12-2023,entertainment,5857.0,Movie tickets,Expense,Card,movie tickets
04/08/2022,food,1226.0,Fixed deposit,Expense,UPI,fixed deposit
2022-09-22,utility,29405.0,Electricity bill,Expense,Bank Transfer,electricity bill
2023-03-17,food,3746.0,Books,Expense,UPI,books
15-12-2022,health,9113.0,Doctor consultation,Expense,Card,doctor consultation
2021-01-17,rent,37741.0,Monthly rent payment,Income,UPI,monthly rent payment
12/17/2021,food,26210.0,Grocery shopping,Expense,Card,grocery shopping
05/28/2022,food,3030.0,Fixed deposit,Expense,UPI,fixed deposit
2023-01-02,food,8150.0,Coffee,Expense,UPI,coffee
06-08-2024,food,9055.0,Restaurant dinner,Expense,UPI,restaurant dinner
2021-02-03,food,1095.0,Coffee,Expense,Cash,coffee
10/26/2021,food,8046.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
12/26/2021,rent,999999.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
03-11-2024,education,7718.0,Online course,Expense,Bank Transfer,online course
2024-01-06,food,42468.0,Lunch,Income,Bank Transfer,lunch
06/03/2022,food,72645.0,Restaurant dinner,Income,Card,restaurant dinner
2022-05-23,utility,9302.0,Electricity bill,Expense,Card,electricity bill
11-10-21,health,1999.0,Doctor consultation,Expense,Cash,doctor consultation
01/09/2023,food,6288.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
09/22/2021,food,5459.0,ATM withdrawal,Expense,Cash,atm withdrawal
27-08-23,food,6802.0,Lunch,Expense,Cash,lunch
2023-02-27,health,48417.0,Doctor consultation,Expense,UPI,doctor consultation
08-05-2022,travel,7834.0,Uber ride,Expense,Cash,uber ride
2023-04-15,food,3917.0,Restaurant dinner,Expense,Card,restaurant dinner
24-12-2022,food,4770.0,Coffee,Expense,Cash,coffee
30-10-21,travel,7173.0,Petrol,Expense,UPI,petrol
09/12/2021,health,15232.0,Gym membership,Income,UPI,gym membership
2021-12-13,food,2342.0,Coffee,Expense,Cash,coffee
2021-12-12,health,8622.0,Doctor consultation,Expense,Cash,doctor consultation
05/24/2021,travel,5112.0,Train ticket,Expense,Bank Transfer,train ticket
2022-01-06,food,45085.0,Grocery shopping,Expense,UPI,grocery shopping
04/24/2022,food,3329.0,ATM withdrawal,Expense,UPI,atm withdrawal
07/21/2022,food,0.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
08/27/2021,health,4853.0,Medicine,Expense,UPI,medicine
23-03-21,food,565.0,Grocery shopping,Expense,UPI,grocery shopping
2021-03-18,travel,231.0,Uber ride,Expense,UPI,uber ride
2022-05-03,travel,5138.0,Train ticket,Expense,Card,train ticket
01/26/2023,food,2691.0,Restaurant dinner,Expense,Card,restaurant dinner
05/11/2024,travel,9738.0,Petrol,Expense,Cash,petrol
2022-06-03,utility,5612.0,Electricity bill,Expense,Bank Transfer,electricity bill
05/23/2021,health,66525.0,Doctor consultation,Income,Bank Transfer,doctor consultation
08-02-21,food,3585.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
10/24/2021,health,3269.0,Doctor consultation,Expense,Cash,doctor consultation
08-02-24,food,8506.0,ATM withdrawal,Expense,Cash,atm withdrawal
01-06-24,food,1349.0,Coffee,Expense,Card,coffee
12/23/2024,utility,44296.0,Electricity bill,Expense,UPI,electricity bill
03/01/2021,travel,3605.0,Uber ride,Expense,Card,uber ride
2024-08-30,food,2825.0,EMI payment,Expense,Card,emi payment
07/21/2024,food,15069.0,Fixed deposit,Expense,Cash,fixed deposit
13-06-2021,food,8804.0,Books,Expense,Card,books
22-11-23,food,75351.0,ATM withdrawal,Income,UPI,atm withdrawal
02/02/2023,entertainment,76388.0,Movie tickets,Income,Cash,movie tickets
2022-02-28,health,19017.0,Doctor consultation,Income,Bank Transfer,doctor consultation
02/18/2021,food,862.0,Books,Expense,Card,books
04/25/2021,food,8894.0,ATM withdrawal,Expense,unknown,atm withdrawal
2021-05-24,food,1350.0,EMI payment,Expense,Bank Transfer,emi payment
05/05/2022,food,6816.0,Restaurant dinner,Expense,Card,restaurant dinner
2021-09-12,utility,5811.0,Internet bill,Expense,Cash,internet bill
12-02-2023,entertainment,1067.0,Movie tickets,Expense,Card,movie tickets
2021-12-16,travel,7754.0,Train ticket,Expense,Bank Transfer,train ticket
2023-11-20,health,9869.0,Medicine,Expense,Card,medicine
2022-03-24,food,4341.0,Shopping,Expense,UPI,shopping
2024-07-17,travel,706.0,Petrol,Expense,Bank Transfer,petrol
2023-09-23,health,6456.0,Doctor consultation,Expense,Card,doctor consultation
29-11-22,education,8457.0,Online course,Expense,Card,online course
05/10/2021,food,2695.0,Lunch,Expense,Bank Transfer,lunch
2023-09-10,entertainment,4266.0,Movie tickets,Expense,Card,movie tickets
2024-02-21,travel,35494.0,Train ticket,Income,Cash,train ticket
23-02-22,travel,2996.0,Petrol,Expense,Cash,petrol
04/14/2021,utility,4652.0,Electricity bill,Expense,Card,electricity bill
22-09-22,entertainment,3724.0,Movie tickets,Expense,Bank Transfer,movie tickets
17-03-21,food,1900.0,Fixed deposit,Expense,UPI,fixed deposit
30-11-21,utility,44884.0,Internet bill,Income,Cash,internet bill
12/19/2021,food,40669.0,Fixed deposit,Income,Card,fixed deposit
04-03-2024,health,2994.0,Gym membership,Expense,UPI,gym membership
02/23/2021,health,37902.0,Doctor consultation,Expense,Cash,doctor consultation
14-03-24,food,184.0,Books,Expense,Cash,books
09/25/2023,food,66045.0,Books,Income,UPI,books
2024-12-30,health,78318.0,Doctor consultation,Income,Bank Transfer,doctor consultation
10/12/2023,food,1920.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
2024-07-05,food,13374.0,Coffee,Income,unknown,coffee
29-05-23,utility,4616.0,Electricity bill,Expense,UPI,electricity bill
17-02-23,health,1543.0,Gym membership,Expense,Bank Transfer,gym membership
12-10-23,food,4422.0,EMI payment,Expense,Card,emi payment
05/28/2021,entertainment,9502.0,Movie tickets,Expense,Card,movie tickets
11/24/2023,travel,8367.0,Train ticket,Expense,UPI,train ticket
2024-05-31,food,9916.0,EMI payment,Expense,Card,emi payment
2021-12-16,health,3097.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
06/01/2022,health,27979.0,Doctor consultation,Income,Bank Transfer,doctor consultation
03-12-22,food,5630.0,ATM withdrawal,Expense,UPI,atm withdrawal
2022-10-08,food,9440.0,Grocery shopping,Expense,Card,grocery shopping
2021-03-01,education,78925.0,Online course,Income,Card,online course
2022-10-13,food,79183.0,Fixed deposit,Income,unknown,fixed deposit
08-09-2021,travel,2254.0,Uber ride,Expense,UPI,uber ride
2023-08-30,health,19429.0,Medicine,Expense,UPI,medicine
05/29/2024,food,3815.0,Books,Expense,Bank Transfer,books
06-09-21,health,2449.0,Doctor consultation,Expense,unknown,doctor consultation
08/26/2021,utility,7656.0,Electricity bill,Expense,Bank Transfer,electricity bill
2022-05-22,travel,34555.0,Uber ride,Expense,UPI,uber ride
04-09-2022,food,1920.0,Shopping,Expense,UPI,shopping
2024-11-05,food,3064.0,Shopping,Expense,UPI,shopping
05/29/2024,food,42295.0,Shopping,Expense,Card,shopping
07-07-23,food,65257.0,Lunch,Income,Cash,lunch
2022-12-05,food,6316.0,ATM withdrawal,Expense,Card,atm withdrawal
2022-07-05,health,8970.0,Medicine,Expense,unknown,medicine
2023-12-08,food,8470.0,Books,Expense,Cash,books
2021-08-24,rent,4019.0,Monthly rent payment,Expense,Card,monthly rent payment
09/04/2021,food,9547.0,Books,Expense,Card,books
10/30/2022,health,702.0,Medicine,Expense,Cash,medicine
25-09-22,entertainment,6942.0,Movie tickets,Expense,Cash,movie tickets
2024-06-13,health,5547.0,Medicine,Expense,UPI,medicine
2024-01-30,entertainment,9125.0,Movie tickets,Expense,UPI,movie tickets
2022-11-27,health,6246.0,Doctor consultation,Expense,Card,doctor consultation
19-06-23,food,2327.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
05-12-2022,food,2161.0,Restaurant dinner,Expense,UPI,restaurant dinner
02-08-2023,food,7185.0,Books,Expense,Card,books
2024-05-15,food,4961.0,Restaurant dinner,Expense,Card,restaurant dinner
2024-08-21,travel,33081.0,Petrol,Income,UPI,petrol
2022-07-26,food,1046.0,Shopping,Expense,Cash,shopping
03/06/2021,utility,9103.0,Electricity bill,Expense,Bank Transfer,electricity bill
28-02-23,health,8754.0,Medicine,Expense,Bank Transfer,medicine
17-12-23,food,2625.0,Books,Expense,Bank Transfer,books
12-08-24,travel,9586.0,Petrol,Expense,Bank Transfer,petrol
08/10/2021,utility,4378.0,Electricity bill,Expense,Card,electricity bill
05/08/2022,health,5849.0,Medicine,Expense,UPI,medicine
2022-06-01,food,2460.0,Lunch,Expense,Bank Transfer,lunch
27-07-22,travel,38500.0,Uber ride,Income,UPI,uber ride
2023-06-08,food,63888.0,Grocery shopping,Income,Cash,grocery shopping
03-08-21,utility,3595.0,Internet bill,Expense,Card,internet bill
04/11/2021,food,655.0,Restaurant dinner,Expense,Card,restaurant dinner
21-03-2024,food,2718.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
2022-05-11,utility,9911.0,Electricity bill,Expense,Bank Transfer,electricity bill
2021-10-24,utility,9531.0,Electricity bill,Expense,Bank Transfer,electricity bill
2024-05-21,rent,2319.0,Monthly rent payment,Expense,Card,monthly rent payment
2021-06-27,travel,37667.0,Petrol,Expense,Card,petrol
03-03-22,entertainment,962.0,Movie tickets,Expense,Bank Transfer,movie tickets
2022-04-18,food,3783.0,Lunch,Expense,Card,lunch
2023-01-28,health,4565.0,Doctor consultation,Expense,UPI,doctor consultation
2023-11-16,food,6289.0,Restaurant dinner,Expense,Cash,restaurant dinner
05-01-24,food,66560.0,Restaurant dinner,Income,Cash,restaurant dinner
2022-01-31,food,12787.0,Grocery shopping,Income,Cash,grocery shopping
2021-04-11,utility,25892.0,Electricity bill,Income,Bank Transfer,electricity bill
09/28/2023,food,5084.0,Shopping,Expense,Card,shopping
11/13/2021,education,1422.0,Online course,Expense,Bank Transfer,online course
07/05/2024,food,9935.0,Shopping,Expense,Bank Transfer,shopping
01-12-22,food,1472.0,Lunch,Expense,UPI,lunch
2021-12-16,travel,224.0,Petrol,Expense,UPI,petrol
12/01/2022,utility,6634.0,Internet bill,Expense,UPI,internet bill
01/06/2023,health,5528.0,Doctor consultation,Expense,Cash,doctor consultation
25-03-22,utility,381.0,Internet bill,Expense,Cash,internet bill
10/05/2021,utility,6365.0,Internet bill,Expense,Cash,internet bill
2023-08-21,food,42631.0,Books,Income,Card,books
2024-02-21,education,24584.0,Online course,Income,UPI,online course
20-01-23,health,3940.0,Doctor consultation,Expense,UPI,doctor consultation
2023-09-27,food,1395.0,Fixed deposit,Expense,Card,fixed deposit
2023-06-25,food,8477.0,Lunch,Expense,unknown,lunch
08/16/2023,food,8970.0,ATM withdrawal,Expense,Cash,atm withdrawal
29-12-24,food,8184.0,Lunch,Expense,Bank Transfer,lunch
17-01-24,food,3047.0,Grocery shopping,Expense,Card,grocery shopping
06/09/2024,food,4260.0,Restaurant dinner,Expense,Card,restaurant dinner
27-04-21,food,59798.0,Restaurant dinner,Income,Card,restaurant dinner
2021-01-06,travel,9276.0,Petrol,Expense,Bank Transfer,petrol
05/13/2021,food,5925.0,Lunch,Expense,UPI,lunch
07/08/2021,health,9653.0,Gym membership,Expense,Card,gym membership
2024-04-15,utility,65636.0,Electricity bill,Income,Card,electricity bill
04-06-24,rent,1143.0,Monthly rent payment,Expense,Cash,monthly rent payment
06/20/2023,education,43373.0,Online course,Income,Cash,online course
05/09/2021,food,571.0,Shopping,Expense,unknown,shopping
05/04/2021,entertainment,9816.0,Movie tickets,Expense,Card,movie tickets
2022-01-03,travel,4747.0,Train ticket,Expense,Cash,train ticket
2022-09-17,travel,49059.0,Petrol,Income,Card,petrol
29-06-24,food,4821.0,Coffee,Expense,UPI,coffee
08/28/2024,food,56138.0,Restaurant dinner,Income,Bank Transfer,restaurant dinner
13-09-21,food,8292.0,Books,Expense,Cash,books
06/22/2024,travel,359.0,Petrol,Expense,Bank Transfer,petrol
12/14/2023,food,1820.0,Grocery shopping,Expense,Card,grocery shopping
04/12/2022,education,79102.0,Online course,Income,Bank Transfer,online course
03-05-2023,health,7330.0,Medicine,Expense,UPI,medicine
2022-07-12,utility,9794.0,Internet bill,Expense,Card,internet bill
02/08/2023,utility,6551.0,Internet bill,Expense,Card,internet bill
06/24/2022,health,3805.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
01/10/2023,food,4524.0,EMI payment,Expense,Cash,emi payment
2024-10-26,travel,9756.0,Train ticket,Expense,Card,train ticket
2022-12-15,travel,9818.0,Uber ride,Expense,Card,uber ride
2023-01-30,food,4039.0,Coffee,Expense,Card,coffee
01/10/2021,health,9675.0,Doctor consultation,Expense,unknown,doctor consultation
2023-08-04,food,8669.0,Books,Expense,Bank Transfer,books
01/14/2021,food,660.0,ATM withdrawal,Expense,Cash,atm withdrawal
19-02-2021,food,3872.0,Fixed deposit,Expense,UPI,fixed deposit
11/11/2024,health,2000.0,Gym membership,Expense,UPI,gym membership
07-12-22,food,1590.0,Coffee,Expense,Bank Transfer,coffee
2024-08-13,travel,8301.0,Petrol,Expense,Cash,petrol
27-12-2022,travel,10702.0,Uber ride,Income,UPI,uber ride
2021-07-11,rent,3209.0,Monthly rent payment,Expense,UPI,monthly rent payment
2024-01-20,travel,2062.0,Uber ride,Expense,UPI,uber ride
2021-05-05,utility,5934.0,Electricity bill,Expense,Card,electricity bill
20-11-2021,health,9946.0,Gym membership,Expense,Bank Transfer,gym membership
14-08-21,education,1469.0,Online course,Expense,Cash,online course
2024-11-15,food,2832.0,Shopping,Expense,Card,shopping
02-04-2023,food,36725.0,Lunch,Income,Bank Transfer,lunch
07/13/2023,travel,-1000.0,Train ticket,Expense,Bank Transfer,train ticket
27-08-21,education,2114.0,Online course,Expense,Cash,online course
06-03-2022,food,2680.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
07/09/2023,utility,11099.0,Internet bill,Expense,Cash,internet bill
10/11/2021,rent,4174.0,Monthly rent payment,Expense,UPI,monthly rent payment
2024-09-17,food,9997.0,Coffee,Expense,Bank Transfer,coffee
03/12/2022,entertainment,485.0,Movie tickets,Expense,UPI,movie tickets
2023-06-09,education,4899.0,Online course,Expense,Card,online course
03/05/2021,health,61203.0,Gym membership,Income,Card,gym membership
25-06-24,food,33775.0,Shopping,Expense,UPI,shopping
2022-06-06,travel,5526.0,Uber ride,Expense,Cash,uber ride
2021-02-12,food,3427.0,Restaurant dinner,Expense,Cash,restaurant dinner
16-02-2021,utility,3696.0,Electricity bill,Expense,Bank Transfer,electricity bill
11/23/2021,food,399.0,Books,Expense,Cash,books
2021-02-12,rent,6147.0,Monthly rent payment,Expense,Card,monthly rent payment
2024-09-25,health,2955.0,Doctor consultation,Expense,UPI,doctor consultation
25-05-22,utility,6090.0,Electricity bill,Expense,Cash,electricity bill
09-12-2024,utility,3311.0,Internet bill,Expense,UPI,internet bill
30-09-2024,health,9135.0,Doctor consultation,Expense,Card,doctor consultation
2024-01-12,health,3962.0,Doctor consultation,Expense,UPI,doctor consultation
30-03-21,utility,8920.0,Electricity bill,Expense,UPI,electricity bill
08-02-21,food,8533.0,Fixed deposit,Expense,UPI,fixed deposit
05/26/2023,food,48319.0,Shopping,Income,UPI,shopping
2023-02-18,health,7288.0,Medicine,Expense,Card,medicine
2022-03-30,travel,1064.0,Uber ride,Expense,Cash,uber ride
2021-12-16,utility,403.0,Electricity bill,Expense,Bank Transfer,electricity bill
04/30/2024,utility,999999.0,Electricity bill,Expense,Bank Transfer,electricity bill
06/24/2021,food,1915.0,Books,Expense,Cash,books
10-03-2023,health,24620.0,Gym membership,Income,Cash,gym membership
01/19/2021,travel,1208.0,Train ticket,Expense,Cash,train ticket
10/10/2023,entertainment,6434.0,Movie tickets,Expense,Cash,movie tickets
01-04-2021,food,7751.0,ATM withdrawal,Expense,Card,atm withdrawal
2021-01-12,health,30717.0,Doctor consultation,Income,UPI,doctor consultation
06-04-2022,health,9790.0,Medicine,Expense,unknown,medicine
2024-06-13,food,3988.0,Books,Expense,Bank Transfer,books
10/27/2021,health,8402.0,Doctor consultation,Expense,Card,doctor consultation
11/26/2021,rent,2583.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
06/15/2021,food,64577.0,Lunch,Income,UPI,lunch
2022-06-26,travel,3774.0,Train ticket,Expense,Cash,train ticket
09/03/2024,food,5401.0,Shopping,Expense,UPI,shopping
04/06/2021,education,40494.0,Online course,Income,Card,online course
15-03-2023,food,835.0,EMI payment,Expense,Cash,emi payment
25-10-2024,utility,4279.0,Internet bill,Expense,Bank Transfer,internet bill
2024-12-30,travel,2928.0,Uber ride,Expense,Bank Transfer,uber ride
12-01-21,food,9914.0,ATM withdrawal,Expense,UPI,atm withdrawal
2021-05-19,utility,1115.0,Internet bill,Expense,Card,internet bill
2024-03-16,education,1537.0,Online course,Expense,UPI,online course
03/20/2023,health,17415.0,Gym membership,Income,Bank Transfer,gym membership
2023-10-19,rent,51876.0,Monthly rent payment,Income,unknown,monthly rent payment
2022-11-09,health,9262.0,Gym membership,Expense,UPI,gym membership
10-10-2023,health,4995.0,Doctor consultation,Expense,Cash,doctor consultation
2022-03-22,food,1844.0,ATM withdrawal,Expense,Cash,atm withdrawal
11/30/2021,entertainment,59787.0,Movie tickets,Income,UPI,movie tickets
2021-08-16,health,539.0,Gym membership,Expense,UPI,gym membership
16-05-23,food,8458.0,Books,Expense,Cash,books
2022-04-28,food,24178.0,Lunch,Income,Cash,lunch
29-05-22,food,9879.0,Coffee,Expense,Card,coffee
2023-05-16,food,30481.0,EMI payment,Income,unknown,emi payment
2023-02-04,travel,748.0,Petrol,Expense,Bank Transfer,petrol
11-01-23,food,2518.0,Shopping,Expense,Bank Transfer,shopping
29-10-21,food,5721.0,Lunch,Expense,unknown,lunch
2023-12-06,food,8434.0,Lunch,Expense,Cash,lunch
2024-04-17,food,8284.0,Coffee,Expense,unknown,coffee
06/25/2022,education,1919.0,Online course,Expense,Card,online course
04/06/2023,food,3930.0,Restaurant dinner,Expense,Cash,restaurant dinner
27-10-23,food,3770.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
2022-11-22,food,41374.0,Shopping,Expense,UPI,shopping
05/22/2022,food,75005.0,Lunch,Income,Card,lunch
2022-02-27,entertainment,8769.0,Movie tickets,Expense,Bank Transfer,movie tickets
04-04-22,utility,6215.0,Electricity bill,Expense,Bank Transfer,electricity bill
11/28/2024,rent,4166.0,Monthly rent payment,Expense,unknown,monthly rent payment
2024-09-02,food,199798.0,ATM withdrawal,Income,Bank Transfer,atm withdrawal
12/17/2024,health,5700.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
10/03/2024,food,2574.0,Lunch,Expense,Cash,lunch
2022-02-02,travel,-1000.0,Train ticket,Expense,Card,train ticket
01-03-2021,health,1992.0,Doctor consultation,Expense,Cash,doctor consultation
2022-04-25,health,2813.0,Gym membership,Expense,Card,gym membership
2024-06-19,food,9732.0,Restaurant dinner,Expense,UPI,restaurant dinner
